 1| 2001|-133.713989258|62.211730957|
 2| 2001|-118.835327148|35.381103516|
 3| 2001|-93.593688965|42.154724121|
 4| 2001|-64.230712891|45.068908691|
 5| 2001|-8.183471680|39.349304199|
 6| 2001|-4.768188477|53.008911133|
 7| 2001|2.630920410|48.260498047|
 8| 2001|11.211120605|44.440307617|
 9| 2001|28.538085938|53.951721191|
10| 2001|26.417724609|70.593078613|
11| 2001|39.233703613|9.311889648|
12| 2001|34.026489258|2.351318359|
13| 2001|23.651672363|-30.336486816|
14| 2001|83.798522949|28.242309570|
15| 2001|102.694091797|47.076110840|
16| 2001|97.151306152|67.686279297|
17| 2001|168.217529297|-46.365112305|
