 1| 2001|-97.739624023|30.274475098|
 2| 2001|-99.133605957|19.446289062|
 3| 2001|-77.069702148|-12.037475586|
 4| 2001|-3.168090820|55.951477051|
 5| 2001|-0.124511719|51.501281738|
 6| 2001|-3.166687012|51.482727051|
 7| 2001|-3.691223145|40.409912109|
 8| 2001|-4.443786621|36.714721680|
 9| 2001|19.064086914|47.475524902|
10| 2001|26.108520508|44.443298340|
11| 2001|30.525512695|50.453674316|
12| 2001|10.731079102|59.910705566|
13| 2001|18.083496094|59.324523926|
14| 2001|39.666076660|-4.039672852|
15| 2001|116.391906738|39.906677246|
16| 2001|100.476318359|13.743530273|
17| 2001|106.823120117|-6.172912598|
18| 2001|149.103881836|-35.292480469|
19| 2001|174.770507812|-41.306884766|
